,rating,reviewer_name,review_title,review_rating,review_date,review_location,review_content
474,4.9,JZ2,Great value,5,"February 17, 2021",the United States,Great value
475,4.9,sirj,not bad,4,"September 16, 2021",the United States,"when I installed I made sure I was grounded but I guess I was wrong, I took it to best buy and told me that the card may just have connective issues and they just put in a generic stick and put it back the other and it all worked again"
476,4.9,Chase,"Love the looks, performance, and RGB",5,"March 10, 2021",the United States,I bought this RAM to upgrade from DDR3. It’s obviously MUCH faster and also looks so much better in my new build! Super easy to install and the ICUE interface makes all changes to the RGB incredibly easy. The price is high but it’s for a great brand with too many pros to be upset over.
477,4.9,Leo S.,I only use 2700 can not 3300,2,"November 17, 2020",the United States,The Rgb is good than you think.
478,4.9,HookShop,"Broken seal, product is about to pop out of the box.",1,"September 6, 2019",the United States,"Broken seal, ram is popping out of the box. Will update if it’s broken or not once I build my PC. Not sure if I can still return it once use. Feelsbadman"
479,4.9,georgemardo,good,5,"July 17, 2021",the United States,good
480,4.9,Julian Bohorquez,Excelente calidad.,5,"March 17, 2021",the United States,Las memorias fueron fáciles de configurar. Para trabajo en diseño son recomendadas
481,4.9,Eniola,Love it,5,"March 13, 2021",the United States,Excellent choice
482,4.9,John Hudgins,Stopped working after 3 months,1,"November 2, 2020",the United States,"First set had a problem in the first month, returned and got a replacement. LED’s stopped working after 3 months. Cannot return. Do not buy this."
483,4.9,Brandon,"Very bright leds, super customizable",5,"April 26, 2021",the United States,"Visually pleasing, and very bright. They’re very customizable so I’m always playing with the settings."
484,4.9,Justin,"Pretty, solid, Corsair rgb memory",4,"May 4, 2021",the United States,High quality! Speed as advertised. (Enable In bios)
485,4.9,Willow,One was dead,1,"June 12, 2021",the United States,One of the 2 pack did not work
486,4.9,Daniel S.,Nice product,5,"October 7, 2021",the United States,The media could not be loaded.
487,4.9,frank,"Al principio buena, despues tiene fallas",1,"August 8, 2020",the United States,"Al principio bien , pero después me arroja pantalla azul ."
488,4.9,Matt Chappell,Best ram I’ve owned.,5,"December 1, 2021",the United States,Best ram I’ve used to date. Can’t wait to get my hands on the ddr5 edition of these.
489,4.9,Nick,"Ram works, RBG does not",1,"December 2, 2018",the United States,"Ram works as advertised, is detected in icue, but cannot be controlled or updated."
490,4.9,Richard,"Amazing RAM, just check compatibility.",5,"April 29, 2020",the United States,"An absolute wonderful set of ram, my only complaint is that I didn't buy more! The colors are bright and vibrant, just be sure to check if your motherboard manufacturer supports them in their proprietary rgb software. Unfortunately ASRock does not yet."
491,4.9,Scott,Avoid if you have an Aorus Elite,2,"February 13, 2020",the United States,"On my Aorus Elite F11 Bios, XMP does not work out of the box. Had to manually overclock to try and get 3200 but could not get the memory stable even with the XMP timings. A real nightmare. Spent a few bucks more and popped in Trident 3600 CL16 and it worked immediately and flawlessly."
492,4.9,PETER M GELSINGER,Good product,5,"January 5, 2021",the United States,Good product
493,4.9,andres p castano,I love it,5,"March 8, 2021",the United States,Good
494,4.9,John,Good value,3,"April 22, 2021",the United States,Pretty good
495,4.9,Dirk Jewitt,"Awesome looking RGB, simply stunning",4,"October 8, 2018",the United States,"I like the look, really sweet RGB, it doesn’t quite work right with my Asus z370-G WiFi and I don’t know why. It’s only marginally faster than the ddr4 3000 i already had installed."
496,4.9,Copodopwhy,RGB Problem,3,"August 21, 2021",the United States,RGB would not recognize by my ASUS B450 Motherboard.
497,4.9,ARdz,Very Fast!! Good quality!!,5,"December 27, 2019",the United States,"Good ram, just I note that RGB lights are slightly different compare with another pair I have."
498,4.9,Francisco,Awesome RGB,5,"December 19, 2021",the United States,"Worth every penny, especially if you like RGB.  Ram is New and ready to install to your PC."
499,4.9,Jerico Sunio,One of the beautiful rams ever seen.,5,"March 5, 2021",the United States,The media could not be loaded.
